  1.9500000e+003  2.4300000e+002  1.3000000e+001  1.1000000e+001  8.0000000e+000
  1.9510000e+003  1.3700000e+002  1.0000000e+001  8.0000000e+000  5.0000000e+000
  1.9520000e+003  8.7000000e+001  7.0000000e+000  6.0000000e+000  3.0000000e+000
  1.9530000e+003  1.0400000e+002  1.4000000e+001  6.0000000e+000  4.0000000e+000
  1.9540000e+003  1.1300000e+002  1.1000000e+001  8.0000000e+000  2.0000000e+000
  1.9550000e+003  1.9900000e+002  1.2000000e+001  9.0000000e+000  6.0000000e+000
  1.9560000e+003  5.4000000e+001  8.0000000e+000  4.0000000e+000  2.0000000e+000
  1.9570000e+003  8.4000000e+001  8.0000000e+000  3.0000000e+000  2.0000000e+000
  1.9580000e+003  1.2100000e+002  1.0000000e+001  7.0000000e+000  5.0000000e+000
  1.9590000e+003  7.7000000e+001  1.1000000e+001  7.0000000e+000  2.0000000e+000
  1.9600000e+003  8.8000000e+001  7.0000000e+000  4.0000000e+000  2.0000000e+000
  1.9610000e+003  2.0500000e+002  1.1000000e+001  8.0000000e+000  7.0000000e+000
  1.9620000e+003  3.6000000e+001  5.0000000e+000  3.0000000e+000  1.0000000e+000
  1.9630000e+003  1.1800000e+002  9.0000000e+000  7.0000000e+000  2.0000000e+000
  1.9640000e+003  1.7000000e+002  1.2000000e+001  6.0000000e+000  6.0000000e+000
  1.9650000e+003  8.4000000e+001  6.0000000e+000  4.0000000e+000  1.0000000e+000
  1.9660000e+003  1.4500000e+002  1.1000000e+001  7.0000000e+000  3.0000000e+000
  1.9670000e+003  1.2200000e+002  8.0000000e+000  6.0000000e+000  1.0000000e+000
  1.9680000e+003  3.5000000e+001  7.0000000e+000  4.0000000e+000  0.0000000e+000
  1.9690000e+003  1.5800000e+002  1.7000000e+001  1.2000000e+001  5.0000000e+000
  1.9700000e+003  3.4000000e+001  1.0000000e+001  5.0000000e+000  2.0000000e+000
  1.9710000e+003  9.7000000e+001  1.3000000e+001  6.0000000e+000  1.0000000e+000
  1.9720000e+003  2.8000000e+001  4.0000000e+000  3.0000000e+000  0.0000000e+000
  1.9730000e+003  4.3000000e+001  7.0000000e+000  4.0000000e+000  1.0000000e+000
  1.9740000e+003  6.1000000e+001  7.0000000e+000  4.0000000e+000  2.0000000e+000
  1.9750000e+003  7.3000000e+001  8.0000000e+000  6.0000000e+000  3.0000000e+000
  1.9760000e+003  8.1000000e+001  8.0000000e+000  6.0000000e+000  2.0000000e+000
  1.9770000e+003  2.5000000e+001  6.0000000e+000  5.0000000e+000  1.0000000e+000
  1.9780000e+003  6.2000000e+001  1.1000000e+001  5.0000000e+000  2.0000000e+000
  1.9790000e+003  9.1000000e+001  8.0000000e+000  5.0000000e+000  2.0000000e+000
  1.9800000e+003  1.4700000e+002  1.1000000e+001  9.0000000e+000  2.0000000e+000
  1.9810000e+003  9.3000000e+001  1.1000000e+001  7.0000000e+000  3.0000000e+000
  1.9820000e+003  2.9000000e+001  5.0000000e+000  2.0000000e+000  1.0000000e+000
  1.9830000e+003  1.7000000e+001  4.0000000e+000  3.0000000e+000  1.0000000e+000
  1.9840000e+003  7.1000000e+001  1.2000000e+001  5.0000000e+000  1.0000000e+000
  1.9850000e+003  8.8000000e+001  1.1000000e+001  7.0000000e+000  3.0000000e+000
  1.9860000e+003  3.6000000e+001  6.0000000e+000  4.0000000e+000  0.0000000e+000
  1.9870000e+003  3.4000000e+001  7.0000000e+000  3.0000000e+000  1.0000000e+000
  1.9880000e+003  1.0300000e+002  1.2000000e+001  5.0000000e+000  3.0000000e+000
  1.9890000e+003  1.3500000e+002  1.1000000e+001  7.0000000e+000  2.0000000e+000
  1.9900000e+003  9.1000000e+001  1.4000000e+001  8.0000000e+000  1.0000000e+000
  1.9910000e+003  3.4000000e+001  8.0000000e+000  4.0000000e+000  2.0000000e+000
  1.9920000e+003  7.5000000e+001  6.0000000e+000  4.0000000e+000  1.0000000e+000
